日期,应用名称,国家,渠道号,新用户,交易数,信息费,预计收入,日活跃用户数,次日留存用户数
2018-09-12,CTSniper,南苏丹,MUUU575,2,0,0.00,0.00,14,2
2018-09-12,StarJM,孟加拉国,MUUU607,0,0,0.00,0.00,19,0
2018-09-12,Hill3,老挝,MUUU609,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,圭亚那,MUUU575,1,0,0.00,0.00,4,0
2018-09-12,Apple,塞舌尔,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,Hill3,摩洛哥,MUUU609,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,美国,MUUU575,4,0,0.00,0.00,19,0
2018-09-12,"Snake io",孟加拉国,MUU575,0,0,0.00,0.00,3,0
2018-09-12,JumpA,伊拉克,MUUU605,0,0,0.00,0.00,1,0
2018-09-12,Apple,巴西,MUUUU571,0,0,0.00,0.00,2,0
2018-09-12,Stickmen,柬埔寨,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,"Sea Saga",科特迪瓦,MUUUU,0,0,0.00,0.00,2,0
2018-09-12,RaceJM,阿塞拜疆,MUUU601,0,0,0.00,0.00,2,1
2018-09-12,RaceJM,尼日利亚,MUUU601,1,0,0.00,0.00,9,0
2018-09-12,FruitTH,加纳,MUUU575,0,0,0.00,0.00,3,0
2018-09-12,Temple28,泰国,MUUU1001,0,0,0.00,0.00,1,0
2018-09-12,ShootKG,刚果共和国,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,"T Run",马里共和国,MUUU594,0,0,0.00,0.00,1,1
2018-09-12,Shoot,危地马拉,MUUU5271,1,0,0.00,0.00,2,0
2018-09-12,Apple,马达加斯加,MUUU594,0,0,0.00,0.00,2,0
2018-09-12,Apple,香港,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,冈比亚,MUUU575,2,0,0.00,0.00,12,1
2018-09-12,RaceJM,博茨瓦纳,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,JumpA,埃塞俄比亚,MUUU605,0,0,0.00,0.00,2,1
2018-09-12,Hill3,科特迪瓦,MUUU609,0,0,0.00,0.00,1,0
2018-09-12,FruitU,英国,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,尼日利亚,MUUU556,3,0,0.00,0.00,48,3
2018-09-12,"Sea Saga",加纳,MUUUU,0,0,0.00,0.00,2,0
2018-09-12,Stickman,蒙古国,MUUU575,0,0,0.00,0.00,3,0
2018-09-12,FruitTH,乌干达,MUUU556,0,0,0.00,0.00,4,0
2018-09-12,RaceJM,乌干达,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,"3D Motor",孟加拉国,MUUU580,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,塞内加尔,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,几内亚,MUUU556,2,0,0.00,0.00,2,0
2018-09-12,iZuma,几内亚,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,yeman,莫桑比克,MUUU580,0,0,0.00,0.00,1,0
2018-09-12,MythWar,巴基斯坦,MUUUU571,1,2,1.09,0.11,2,0
2018-09-12,Hill3,土耳其,MUUU609,2,0,0.00,0.00,2,0
2018-09-12,StarJM,苏丹,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,埃及,MUUU575,1,0,0.00,0.00,1,0
2018-09-12,CTSniper,莫桑比克,MUUU575,7,0,0.00,0.00,34,2
2018-09-12,"T Run",巴西,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,塞拉利昂,MUUU556,0,0,0.00,0.00,1,0
2018-09-12,SeaSagU,印度,MUUUU571,4,0,0.00,0.00,59,0
2018-09-12,RaceJM,毛里塔尼亚,MUUU558S,0,0,0.00,0.00,2,0
2018-09-12,SpRacing,斯里兰卡,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,厄立特里亚,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,利比亚,MUUU607,1,0,0.00,0.00,5,0
2018-09-12,GunStrik,马来西亚,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,尼泊尔,MUUU556,3,0,0.00,0.00,23,1
2018-09-12,FruitTH,刚果共和国,MUUU556,1,0,0.00,0.00,15,0
2018-09-12,AsokaRev,利比里亚,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,"T Run",马里共和国,MUUUU571,0,0,0.00,0.00,3,0
2018-09-12,RaceJM,马里共和国,MUUU558S,4,0,0.00,0.00,17,0
2018-09-12,RaceJM,斯里兰卡,MUUU607,1,0,0.00,0.00,2,0
2018-09-12,FruitTH,斯威士兰,MUUU556,0,0,0.00,0.00,2,0
2018-09-12,Racing3D,巴西,MUU58001,0,0,0.00,0.00,4,1
2018-09-12,MythWar,巴基斯坦,MUUU601,1,0,0.00,0.00,3,0
2018-09-12,RaceJM,马达加斯加,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,Backkom,刚果共和国,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,安哥拉,MUUU575,1,0,0.00,0.00,11,1
2018-09-12,Temple28,津巴布韦,MUUU1001,0,0,0.00,0.00,6,0
2018-09-12,FruitTH,布基纳法索,MUUU556,1,0,0.00,0.00,6,0
2018-09-12,Hill3,津巴布韦,MUUU609,1,0,0.00,0.00,2,0
2018-09-12,RaceJM,斯威士兰,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,KOF98,印度,MUUUU574,0,0,0.00,0.00,9,0
2018-09-12,iZuma,刚果共和国,MUUU601,2,0,0.00,0.00,4,0
2018-09-12,FruitTH,印度,MUUU571,0,0,0.00,0.00,2,0
2018-09-12,StarJM,埃及,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,Cricket,斯里兰卡,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,DotaJM,柬埔寨,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,"T Run",博茨瓦纳,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,Apple,菲律宾,MUUUU571,0,0,0.00,0.00,37,0
2018-09-12,Racing3D,印度尼西亚,MUU58001,0,0,0.00,0.00,3,0
2018-09-12,StarJM,巴基斯坦,MUUU607,0,0,0.00,0.00,2,1
2018-09-12,RaceJM,乌克兰,MUUU558S,0,0,0.00,0.00,2,0
2018-09-12,CTSniper,苏丹,MUUU575,3,0,0.00,0.00,47,1
2018-09-12,RaceJM,蒙古国,MUUU556S,0,0,0.00,0.00,1,0
2018-09-12,FruitU,马达加斯加,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,Apple,老挝,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,Stickmen,澳大利亚,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,StarJM,尼日利亚,MUUUU553,1,0,0.00,0.00,8,0
2018-09-12,CTSniper,卡塔尔,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,"T Run",多哥,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,Racing3D,厄立特里亚,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,巴基斯坦,MUUU607,3,1,0.54,0.11,31,1
2018-09-12,Birds,印度,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,萨摩亚,MUUU575,2,0,0.00,0.00,2,0
2018-09-12,ZYAPAY,南非,MUU57502,0,0,0.00,0.00,1,0
2018-09-12,iZuma,尼泊尔,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,SpRacing,伊朗,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,Stickman,喀麦隆,MUUU575,1,0,0.00,0.00,1,0
2018-09-12,RaceJM,俄罗斯,MUUU558S,0,0,0.00,0.00,4,0
2018-09-12,PopStarJ,中华人民共和国,MPOPJ001,0,0,0.00,0.00,1,0
2018-09-12,Temple28,缅甸,MUUU1001,3,0,0.00,0.00,25,0
2018-09-12,StarJM,柬埔寨,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,坦桑尼亚,MUUU558S,0,0,0.00,0.00,10,0
2018-09-12,Stickmen,菲律宾,MUUU558S,1,0,0.00,0.00,6,0
2018-09-12,DeadTrig,阿根廷,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,"3D Motor",喀麦隆,MUUU580,0,0,0.00,0.00,1,0
2018-09-12,iZuma,赞比亚,MUUU601,0,0,0.00,0.00,2,0
2018-09-12,FruitTH,赞比亚,MUUU575,0,0,0.00,0.00,2,0
2018-09-12,AsokaRev,孟加拉国,MUUU5751,3,0,0.00,0.00,19,0
2018-09-12,"Sea Saga",乍得,MUUUU,1,0,0.00,0.00,2,0
2018-09-12,AsokaRev,刚果共和国,MUUU1001,1,0,0.00,0.00,3,0
2018-09-12,DotaJM,坦桑尼亚,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,莱索托,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,刚果民主共和国,MUUU607,2,0,0.00,0.00,5,1
2018-09-12,Stickman,埃塞俄比亚,MUUU575,1,0,0.00,0.00,12,0
2018-09-12,Shoot,孟加拉国,MUUUU171,0,4,0.72,0.05,0,0
2018-09-12,Shoot,美国,MUUUU,1,0,0.00,0.00,1,0
2018-09-12,iZuma,利比里亚,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,埃及,MUUU601,1,0,0.00,0.00,5,0
2018-09-12,Takedown,巴布亚新几内亚,MUUU607,0,0,0.00,0.00,1,1
2018-09-12,MythWar,孟加拉国,MUUU594,1,0,0.00,0.00,22,3
2018-09-12,Shoot,巴基斯坦,MUUUU171,0,1,2.17,0.53,0,0
2018-09-12,Takedown,多米尼加共和国,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,Apple,尼日尔,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,突尼斯,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,"T Run",阿富汗,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,"T Run",印度,MUUU605,0,2,4.24,1.15,6,0
2018-09-12,"T Run",巴基斯坦,MUUUU571,6,6,5.43,0.81,19,1
2018-09-12,Apple,阿富汗,MUUUU571,0,0,0.00,0.00,4,0
2018-09-12,GunStrik,贝宁,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,尼日利亚,MUUU575,2,0,0.00,0.00,28,0
2018-09-12,RaceJM,纳米比亚,MUUU558S,1,0,0.00,0.00,2,0
2018-09-12,Stickmen,博茨瓦纳,MUUU558S,0,0,0.00,0.00,1,1
2018-09-12,GunStrik,印度尼西亚,MUUU607,0,0,0.00,0.00,6,0
2018-09-12,ball,巴西,MUUU594,0,0,0.00,0.00,2,0
2018-09-12,"T Run",斯里兰卡,MUUUU571,1,0,0.00,0.00,4,0
2018-09-12,DeadTrig,塞内加尔,MUUU5753,0,0,0.00,0.00,1,0
2018-09-12,"T Run",缅甸,MUUU594,1,0,0.00,0.00,4,0
2018-09-12,AsokaRev,贝宁,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,SpRacing,赞比亚,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,Plane,科特迪瓦,MUU57403,0,0,0.00,0.00,1,1
2018-09-12,StarJM,肯尼亚,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,MythWar,阿富汗,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,"T Run",马拉维,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,圣文森特和格林纳丁斯,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,苏丹,MUUU556S,0,0,0.00,0.00,1,0
2018-09-12,Shoot,巴西,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,突尼斯,MUUU556,0,0,0.00,0.00,1,0
2018-09-12,PopStarJ,埃塞俄比亚,MPOPJ001,0,0,0.00,0.00,14,1
2018-09-12,CTSniper,卢旺达,MUUU575,0,0,0.00,0.00,6,0
2018-09-12,Hill3,尼加拉瓜,MUUU609,0,0,0.00,0.00,1,1
2018-09-12,CTSniper,缅甸,MUUU575,75,5,7.85,1.82,298,18
2018-09-12,Apple,玻利维亚,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,印度,MUUU575,994,156,128.96,29.51,4380,348
2018-09-12,DeadTrig,坦桑尼亚,MUUU5753,0,0,0.00,0.00,1,0
2018-09-12,DeadTrig,缅甸,MUUU5753,0,0,0.00,0.00,4,0
2018-09-12,CTSniper,科摩罗,MUUU575,1,0,0.00,0.00,2,0
2018-09-12,"T Run",阿尔及利亚,MUUU601,1,0,0.00,0.00,1,0
2018-09-12,ZYAPAY,格鲁吉亚,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,Apple,约旦,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,StarJM,科特迪瓦,MUUUU553,0,0,0.00,0.00,2,0
2018-09-12,DotaJM,马达加斯加,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,埃及,MUUU607,1,0,0.00,0.00,11,0
2018-09-12,Racing3D,菲律宾,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,马拉维,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,阿尔及利亚,MUUU607,3,0,0.00,0.00,9,0
2018-09-12,Shoot,马拉维,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,喀麦隆,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,ShootKG,赞比亚,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,马达加斯加,MUUU575,0,0,0.00,0.00,5,0
2018-09-12,Apple,法国,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,刚果共和国,MUUU607,2,0,0.00,0.00,4,0
2018-09-12,CTSniper,赤道几内亚,MUUU575,0,0,0.00,0.00,2,0
2018-09-12,FruitTH,印度,MUUU575,19,9,7.02,1.67,293,6
2018-09-12,CTSniper,意大利,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,南非,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,DeadTrig,印度,MUUU607,1,0,0.00,0.00,13,0
2018-09-12,RaceJM,卢旺达,MUUU558S,0,0,0.00,0.00,8,0
2018-09-12,Apple,塞拉利昂,MUUUU571,1,0,0.00,0.00,2,0
2018-09-12,RaceJM,突尼斯,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,iZuma,南非,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,巴拉圭,MUUU575,0,0,0.00,0.00,2,0
2018-09-12,SeaSagU,埃塞俄比亚,MUUUU571,0,0,0.00,0.00,2,0
2018-09-12,RaceJM,毛里塔尼亚,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,菲律宾,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,DeadTrig,印度,MUUU609,0,2,0.79,0.14,15,0
2018-09-12,DeadTrig,埃塞俄比亚,MUUU607,1,0,0.00,0.00,2,0
2018-09-12,Temple28,坦桑尼亚,MUUU1001,0,0,0.00,0.00,1,0
2018-09-12,PopStarJ,印度,MPOPJ001,0,2,1.17,0.24,3,0
2018-09-12,Racing3D,加纳,MUU58001,0,0,0.00,0.00,2,0
2018-09-12,DeadTrig,阿富汗,MUUU5753,0,0,0.00,0.00,1,0
2018-09-12,Juice,马达加斯加,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,加纳,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,ZYAPAY,埃及,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,"T Run",苏丹,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,DeadTrig,缅甸,MUUU607,1,0,0.00,0.00,1,0
2018-09-12,iZuma,孟加拉国,MUUU601,3,0,0.00,0.00,26,0
2018-09-12,Birds,菲律宾,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,托克劳,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,尼日尔,MUUU556S,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,伊拉克,MUUU558S,2,0,0.00,0.00,10,1
2018-09-12,GunStrik,俄罗斯,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,Apple,伊拉克,MUUU594,1,0,0.00,0.00,1,0
2018-09-12,Backkom,毛里塔尼亚,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,Apple,泰国,MUUUU571,0,1,0.96,0.20,3,0
2018-09-12,CTSniper,中非共和国,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,"T Run",刚果共和国,MUUUU571,0,0,0.00,0.00,3,0
2018-09-12,RaceJM,尼日尔,MUUU601,1,0,0.00,0.00,1,0
2018-09-12,Mole,刚果共和国,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,贝宁,MUUU556S,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,刚果共和国,MUUU558S,1,0,0.00,0.00,17,0
2018-09-12,AsokaRev,印度,MUUU1001,0,4,6.22,1.26,3,0
2018-09-12,GunStrik,苏丹,MUUU607,3,0,0.00,0.00,14,1
2018-09-12,Juice,马里共和国,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,Apple,土耳其,MUUUU571,0,0,0.00,0.00,3,0
2018-09-12,"T Run",卢旺达,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,ShootKG,印度,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,Temple28,墨西哥,MUUU1001,0,0,0.00,0.00,3,0
2018-09-12,JumpA,缅甸,MUUU605,0,0,0.00,0.00,1,0
2018-09-12,MythWar,缅甸,MUUUU571,5,1,0.25,0.07,13,1
2018-09-12,RaceJM,孟加拉国,MUUU607,7,0,0.00,0.00,73,2
2018-09-12,RaceJM,加纳,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,ZYAPAY,塞内加尔,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,Stickmen,阿富汗,MUUU558S,0,0,0.00,0.00,2,0
2018-09-12,Temple28,也门,MUUU1001,0,0,0.00,0.00,3,0
2018-09-12,Temple28,菲律宾,MUUU1001,0,0,0.00,0.00,12,0
2018-09-12,"Dot Aren",孟加拉国,MUUUU537,0,0,0.00,0.00,1,0
2018-09-12,Temple28,沙特阿拉伯,MUUU1001,0,1,16.00,2.73,2,0
2018-09-12,JumpA,多哥,MUUU605,0,0,0.00,0.00,1,0
2018-09-12,KOF98,赤道几内亚,MUUUU574,0,0,0.00,0.00,1,0
2018-09-12,"Snake io",叙利亚,MUU575,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,苏丹,MUUU601,0,0,0.00,0.00,3,0
2018-09-12,Hill3,巴布亚新几内亚,MUUU609,1,0,0.00,0.00,1,0
2018-09-12,ShootKG,巴布亚新几内亚,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,"run 3guo",苏丹,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,Stickmen,埃及,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,"T Run",多哥,MUUU605,1,0,0.00,0.00,1,0
2018-09-12,StarJM,尼日利亚,MUUU607,0,0,0.00,0.00,4,0
2018-09-12,Fruits,缅甸,MUUU585,0,0,0.00,0.00,2,0
2018-09-12,RaceJM,以色列,MUUU558S,0,0,0.00,0.00,2,0
2018-09-12,Hill3,埃及,MUUU609,1,0,0.00,0.00,12,0
2018-09-12,"T Run",莱索托,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,Stickman,荷兰,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,ShootKG,斯威士兰,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,iZuma,加纳,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,Stickman,法国,MUUU575,1,0,0.00,0.00,1,0
2018-09-12,Hill3,古巴,MUUU609,1,0,0.00,0.00,1,0
2018-09-12,FruitU,科特迪瓦,MUUUU571,0,0,0.00,0.00,3,0
2018-09-12,MythWar,泰国,MUUU601,1,0,0.00,0.00,4,1
2018-09-12,AsokaRev,尼泊尔,MUUU1001,0,0,0.00,0.00,2,0
2018-09-12,iZuma,马拉维,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,Stickmen,多哥,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,Hill3,阿拉伯联合酋长国,MUUU609,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,布隆迪,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,AsokaRev,赤道几内亚,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,"Sea Saga",肯尼亚,MUUUU527,0,0,0.00,0.00,1,0
2018-09-12,Apple,所罗门群岛,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,"T Run",刚果共和国,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,Stickman,尼日利亚,MUUU575,7,0,0.00,0.00,23,2
2018-09-12,FruitU,马里共和国,MUUUU571,0,0,0.00,0.00,2,1
2018-09-12,RaceJM,肯尼亚,MUUU556S,0,0,0.00,0.00,3,0
2018-09-12,ZYAPAY,孟加拉国,MUU58001,1,0,0.00,0.00,7,0
2018-09-12,GunStrik,阿富汗,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,DotaJM,孟加拉国,MUUUU553,2,0,0.00,0.00,15,0
2018-09-12,Shoot,南苏丹,MUUUU,1,0,0.00,0.00,1,0
2018-09-12,StarJM,印度尼西亚,MUUU607,0,0,0.00,0.00,2,0
2018-09-12,Stickmen,巴西,MUUU558S,0,0,0.00,0.00,5,0
2018-09-12,GunStrik,尼泊尔,MUUU607,3,0,0.00,0.00,11,1
2018-09-12,"T Run",加纳,MUUUU571,1,0,0.00,0.00,5,0
2018-09-12,SpRacing,科特迪瓦,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,FishPloy,菲律宾,MUUUU571,0,0,0.00,0.00,4,0
2018-09-12,ZYAPAY,菲律宾,MUU57403,0,0,0.00,0.00,1,0
2018-09-12,Backkom,尼日利亚,MUUU575,0,0,0.00,0.00,4,0
2018-09-12,ball,越南,MUUU594,1,0,0.00,0.00,1,0
2018-09-12,iZuma,刚果共和国,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,刚果民主共和国,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,马来西亚,MUUU601,0,0,0.00,0.00,2,0
2018-09-12,FruitTH,沙特阿拉伯,MUUU556,0,0,0.00,0.00,2,0
2018-09-12,Backkom,南非,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,AsokaRev,肯尼亚,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,也门,MUUU607,0,0,0.00,0.00,3,0
2018-09-12,ShootKG,南非,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,AsokaRev,巴西,MUUU1001,0,0,0.00,0.00,2,0
2018-09-12,MythWar,卢旺达,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,蒙古国,MUUU558S,0,0,0.00,0.00,9,0
2018-09-12,"T Run",尼泊尔,MUUU601,2,0,0.00,0.00,4,0
2018-09-12,SeaSagU,印度尼西亚,MUUUU571,1,0,0.00,0.00,1,0
2018-09-12,FishPloy,巴基斯坦,MUUUU571,1,0,0.00,0.00,2,0
2018-09-12,Takedown,多哥,MUUU607,0,0,0.00,0.00,1,0
2018-09-12,PopStarJ,文莱,MPOPJ001,0,0,0.00,0.00,1,0
2018-09-12,ball,缅甸,MUUU594,1,0,0.00,0.00,11,0
2018-09-12,FruitTH,阿富汗,MUUU575,0,0,0.00,0.00,4,0
2018-09-12,Apple,南非,MUUUU571,0,0,0.00,0.00,23,0
2018-09-12,Takedown,菲律宾,MUUU607,1,0,0.00,0.00,2,0
2018-09-12,RaceJM,菲律宾,MUUU558S,11,1,1.03,0.21,79,0
2018-09-12,Stickmen,喀麦隆,MUUU558S,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,南非,MUUU575,0,0,0.00,0.00,6,0
2018-09-12,RaceJM,科索沃,MUUU558S,1,0,0.00,0.00,1,0
2018-09-12,FruitTH,毛里求斯,MUUU556,0,0,0.00,0.00,1,0
2018-09-12,FruitU,阿富汗,MUUUU571,0,0,0.00,0.00,2,0
2018-09-12,CTSniper,坦桑尼亚,MUUU575,1,0,0.00,0.00,14,2
2018-09-12,Juice,印度,MUUU607,0,0,0.00,0.00,21,1
2018-09-12,"T Run",利比里亚,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,"T Run",科特迪瓦,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,CTSniper,圣多美普林西比,MUUU575,0,0,0.00,0.00,3,0
2018-09-12,AsokaRev,布基纳法索,MUUU5751,1,0,0.00,0.00,1,0
2018-09-12,RaceJM,缅甸,MUUU558S,4,3,9.47,2.15,79,1
2018-09-12,Shoot,赞比亚,MUUUU527,0,0,0.00,0.00,2,0
2018-09-12,Cricket,阿拉伯联合酋长国,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,StarJM,美国,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,"Sea Saga",马里共和国,MUUUU,0,0,0.00,0.00,1,0
2018-09-12,Stickman,也门,MUUU575,1,0,0.00,0.00,1,0
2018-09-12,RaceJM,马来西亚,MUUU556S,0,0,0.00,0.00,1,0
2018-09-12,SpRacing,巴基斯坦,MUUU5751,1,5,5.16,0.95,5,1
2018-09-12,RaceJM,加蓬,MUUU558S,0,0,0.00,0.00,5,0
2018-09-12,Cricket,柬埔寨,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,"T Run",菲律宾,MUUUU571,3,0,0.00,0.00,8,1
2018-09-12,Racing3D,几内亚,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,Temple28,阿曼,MUUU1001,0,0,0.00,0.00,1,0
2018-09-12,Shoot,埃塞俄比亚,MUUUU527,1,0,0.00,0.00,1,0
2018-09-12,"Sea Saga",布基纳法索,MUUUU,0,0,0.00,0.00,2,0
2018-09-12,MythWar,乌兹别克斯坦,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,ZYAPAY,布隆迪,MUU58001,0,0,0.00,0.00,1,0
2018-09-12,iZuma,加蓬,MUUU601,0,0,0.00,0.00,1,0
2018-09-12,RaceJM,比利时,MUUU558S,1,0,0.00,0.00,1,0
2018-09-12,Temple28,阿富汗,MUUU1001,0,0,0.00,0.00,7,0
2018-09-12,SeaSagU,赤道几内亚,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,PopStarJ,美国,MPOPJ001,1,0,0.00,0.00,2,1
2018-09-12,ball,泰国,MUUU594,0,0,0.00,0.00,1,0
2018-09-12,StarJM,埃塞俄比亚,MUUUU553,4,0,0.00,0.00,70,0
2018-09-12,CTSniper,阿塞拜疆,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,iZuma,也门,MUUU601,0,0,0.00,0.00,2,0
2018-09-12,Temple28,新加坡,MUUU1001,0,0,0.00,0.00,1,0
2018-09-12,Stickman,缅甸,MUUU575,0,0,0.00,0.00,1,0
2018-09-12,FruitU,孟加拉国,MUUUU571,2,0,0.00,0.00,53,0
2018-09-12,KOF98,巴西,MUUUU574,0,0,0.00,0.00,1,0
2018-09-12,GunStrik,加纳,MUUU607,1,0,0.00,0.00,3,1
2018-09-12,GunStrik,叙利亚,MUUU607,4,0,0.00,0.00,20,2
2018-09-12,DotaJM,乌兹别克斯坦,MUUUU553,0,0,0.00,0.00,1,0
2018-09-12,Apple,博茨瓦纳,MUUUU571,0,0,0.00,0.00,1,0
2018-09-12,SpRacing,乌兹别克斯坦,MUUU5751,0,0,0.00,0.00,1,0
2018-09-12,FruitTH,刚果共和国,MUUU575,0,0,0.00,0.00,4,1
2018-09-12,Takedown,印度尼西亚,MUUU607,1,0,0.00,0.00,1,0
